tweet_id,1_level_reply_id,2_level_reply_id
1352291854503567363,1352332223542771712,1353503163261706240
1352291854503567363,1352332223542771712,1352922066908024833
1352291854503567363,1352332223542771712,1352638981851107330
1352291854503567363,1352332223542771712,1352481890192785412
1352291854503567363,1352332223542771712,1352430199229526016
1352291854503567363,1352332223542771712,1352428936605675523
1352291854503567363,1352332223542771712,1352416131378769921
1352291854503567363,1352332223542771712,1352349402011037696
1352291854503567363,1352332223542771712,1352332917159071747
1352319385818583040,1352380027749474304,1352644717834428417
1352319385818583040,1352380027749474304,1352387502326345732
1352468902928932870,1352858945396740098,1352859374461493248
1352468902928932870,1352694168137719808,1352694607516205056
1352468902928932870,1352618348044046339,1352619069342707712
1352468902928932870,1352600410767454211,1352991687224807427
1352468902928932870,1352600410767454211,1352650136099450881
1352468902928932870,1352600410767454211,1352613263452721154
1352468902928932870,1352600410767454211,1352606118279852038
1352468902928932870,1352488191564144641,1352651249380970496
1353754487819808768,1353755926625325057,1354171145050841089
1353754487819808768,1353755926625325057,1353756333661581314
1354544524790558720,1354721703524446209,1354942842951577617
1359473511782350848,1359479207034765319,1359566921570672641
1359473511782350848,1359474679300431873,1359941331892764674
1359473511782350848,1359474679300431873,1359501648415117325
1359473511782350848,1359474679300431873,1359477105386545153
1359604230408044545,1359663676328919040,1359876497167822857
1361272755266666496,1361450596474232837,1361527837291913219
1361272755266666496,1361340721870098434,1367149723640094723
1361272755266666496,1361340721870098434,1361510984284663809
1361272755266666496,1361340721870098434,1361404958671790085
1361272755266666496,1361340721870098434,1361404903722254346
1361272755266666496,1361340721870098434,1361390385067606019
1361272755266666496,1361340721870098434,1361386554317541379
1361272755266666496,1361340721870098434,1361372396091895808
1361272755266666496,1361340721870098434,1361364541561573378
1361306798955855874,1361319585799110656,1361603522253500418
1361306798955855874,1361319585799110656,1361590981804621826
1361574283244412928,1361712120136663040,1361740266252681216
1361574283244412928,1361609738467889155,1361776801719218184
1363862223454674945,1363866373450039299,1363874566381199365
1363907437900820484,1363921482779303938,1363923129446277120
1363907437900820484,1363921482779303938,1363922782891905029
1363907437900820484,1363921482779303938,1363922428716457985
1365024707456729092,1365041060192264193,1365041355110510592
1365959971972775938,1366095792117850119,1366171447509590021
1371344355529781256,1371391459836985347,1371512769162448907
1375210353521532931,1375379487072907264,1375558148891811842
1375971867266326528,1376158342360539140,1376164456661651469
1375971867266326528,1376158342360539140,1376163992377376770
1375971867266326528,1376123920726818819,1376243782379790336
1376359009805078533,1376524330750763014,1376534750438043652
1376359009805078533,1376524330750763014,1376526635135074304
1376629134970003458,1376666334864490496,1376731724642672642
1376629134970003458,1376633714587926529,1376635242694475780
1376665260455780353,1376687287082352642,1377079042868936707
1376665260455780353,1376668090725847041,1401294464732237827
1376665260455780353,1376668090725847041,1377681471842963456
1376665260455780353,1376668090725847041,1377658101009166341
1376665260455780353,1376668090725847041,1376708906441842688
1376665260455780353,1376666773009920008,1376669631910412288
1391934314548432896,1391937375169880065,1392007501466546178
1392169480172806147,1392170174095179779,1392464823443771398
1392169480172806147,1392169825904971779,1392303437187096578
1392169480172806147,1392169825904971779,1392204996020785161
1392169480172806147,1392169825904971779,1392185848993550343
1392169480172806147,1392169825904971779,1392185275774767104
1392169480172806147,1392169825904971779,1392175553504026627
1392169480172806147,1392169825904971779,1392174953500401667
1392847672122306568,1393008114757251073,1393093394918948864
1392847672122306568,1392861979816071171,1392864665538076673
1394299024023252992,1394299602099064843,1394326312567771136
1394299024023252992,1394299602099064843,1394307525894279172
1395234953588187139,1395239265064296448,1395250800675282945
1396088194236620807,1396089122276642821,1396614655301271555
1396088194236620807,1396089122276642821,1396090124530716677
1396121914985357313,1396125571529203713,1396265350409424898
1396121914985357313,1396125571529203713,1396128081371439108
1396121914985357313,1396125571529203713,1396125820490555402
1400467643497205769,1400468350728298503,1400508033705316352
1400467643497205769,1400468350728298503,1400487140954238980
1400748559654436865,1400817933727801344,1400931722942894084
1400748559654436865,1400817933727801344,1400901253048287240
1407693279467089922,1407695665166233603,1407734631642898437
1407747907290337281,1407760342051168259,1407912359025328130
1407780665555304448,1407781884738768898,1407783389982248961
1408777461479919617,1408827713972998147,1409246713508941831
1408777461479919617,1408827713972998147,1409246568004399115
1409275157739229190,1409277550002524162,1409457335207043080
1409876581154230272,1409878708215820295,1409879281346527237
1410240753352253441,1410241209650536453,1410245652211240967
1410433174870519809,1410434204123287555,1410456023773585409
1410905679859224577,1410940941737807872,1411099754872836098
1410973165522763777,1410975112300359689,1411072968742948864
1411146483739467776,1411229833921646596,1411252602222759947
1411602597664882691,1411760243831312385,1411806397004668929
1411602597664882691,1411607326071529472,1411828985617596420
1336008246268547074,1336009462029705216,1337645955919831041
1337214430858375169,1337254480514068480,1337332191941038081
1337311648382586881,1337334507805024257,1337698759124389889
1337333051500670977,1337340601298264066,1337913959815458818
1337485770035064833,1337532217816305665,1337725987224571909
1337485770035064833,1337492666863427585,1337975701371174914
1337485770035064833,1337487578145017856,1337525111767724033
1338450280388628481,1338455312924336128,1338650541023498241
1345323906161377283,1345424644304678915,1345451667370741760
1345323906161377283,1345424644304678915,1345425930123177986
1345323906161377283,1345424644304678915,1345424844167540737
1349853889412145155,1351044360155095044,1351171636251267076
1352291854503567363,1352471839843307520,1352503675458093062
1352291854503567363,1352471839843307520,1352502061859004416
1352291854503567363,1352332223542771712,1352558748234117120
1352319385818583040,1352380027749474304,1352510020248854528
1352468902928932870,1352858945396740098,1353380561985789954
1352468902928932870,1352618348044046339,1352843927120998401
1352468902928932870,1352600410767454211,1353320576870449152
1352468902928932870,1352600410767454211,1353181702995275776
1352468902928932870,1352600410767454211,1352834996285927424
1352468902928932870,1352600410767454211,1352602296023195655
1352468902928932870,1352583452252635137,1352606136382468097
1352468902928932870,1352488191564144641,1352839276476719106
1352468902928932870,1352477810179198980,1352840077026734080
1353754487819808768,1353755926625325057,1354089454038872064
1353754487819808768,1353755926625325057,1353783855505764352
1354385287095459840,1354651131746652160,1354685696049602561
1355932925620068353,1355949765368848387,1355971407650279424
1355932925620068353,1355933197859745794,1355937787363659777
1359473511782350848,1359479207034765319,1359896838200037377
1359473511782350848,1359479207034765319,1359495663491428355
1359520343891841034,1359884513782898688,1359887657648676866
1359520343891841034,1359872694632796169,1359887304026914820
1359520343891841034,1359687390885937152,1359887819238498308
1359604230408044545,1359604923671920640,1359674863569485831
1359604230408044545,1359604923671920640,1359623554115903489
1361272755266666496,1361450596474232837,1361509591650033664
1361272755266666496,1361340721870098434,1361500959646638080
1361272755266666496,1361340721870098434,1361436351904710656
1361272755266666496,1361340721870098434,1361427475440484356
1361272755266666496,1361340721870098434,1361384718579732481
1361272755266666496,1361340721870098434,1361368353554726914
1361272755266666496,1361340721870098434,1361357568925462531
1361272755266666496,1361340721870098434,1361352311793147907
1361306798955855874,1361416641741955072,1363058554324873216
1361306798955855874,1361416641741955072,1361647045652721664
1363085629098196993,1363089688471437312,1363225604750008329
1363527350793752576,1363529684953276416,1363531547173863426
1363527350793752576,1363529386486546432,1363531513732677633
1363527350793752576,1363529386486546432,1363530845454282759
1363907437900820484,1363921482779303938,1364628005205594112
1364280774980210697,1364327383919190017,1364393390201315331
1364280774980210697,1364327383919190017,1364366521154244610
1365024707456729092,1365029994649452546,1365041541526351875
1371344355529781256,1371394300676820998,1371424247093067781
1375525154625839109,1375648816188194817,1375667022420393986
1376359009805078533,1376524330750763014,1376905312008028167
1376359009805078533,1376524330750763014,1376711496634359813
1376359009805078533,1376524330750763014,1376595043578957828
1376359009805078533,1376524330750763014,1376524791746867204
1376629134970003458,1376663525515522053,1377099411138904068
1376665260455780353,1436114742616207364,1477172500673052674
1376665260455780353,1423623242900811777,1477172065723691010
1376665260455780353,1423623242900811777,1425095217246572558
1376665260455780353,1423623242900811777,1423651775916167170
1376665260455780353,1377170422500708364,1477173136655327233
1376665260455780353,1377170422500708364,1477173082016079872
1376665260455780353,1376973659244425216,1477175734468808706
1376665260455780353,1376919659455393793,1477171998493138945
1376665260455780353,1376687287082352642,1446347776833564692
1376665260455780353,1376687287082352642,1425095433014087682
1376665260455780353,1376687287082352642,1376869137788628995
1376665260455780353,1376687287082352642,1376857757190606850
1376665260455780353,1376687287082352642,1376807923012182021
1376665260455780353,1376687287082352642,1376762345196773377
1376665260455780353,1376687287082352642,1376742338588893188
1376665260455780353,1376687287082352642,1376704854043860992
1376665260455780353,1376668090725847041,1429294950634622981
1376665260455780353,1376668090725847041,1425095491952521223
1376665260455780353,1376668090725847041,1422175787319537664
1376665260455780353,1376668090725847041,1395837951771348993
1376665260455780353,1376668090725847041,1376742212940140553
1376665260455780353,1376668090725847041,1376732332959404044
1376665260455780353,1376668090725847041,1376723077921452032
1376665260455780353,1376668090725847041,1376698206420144128
1376665260455780353,1376668090725847041,1376678468759519232
1376665260455780353,1376665477594841089,1422229645466824704
1376665260455780353,1376665477594841089,1376688975663005701
1376665260455780353,1376665477594841089,1376673869851951111
1376665260455780353,1376665477594841089,1376668038796173313
1388964075976237060,1389237890060783620,1389247133086326787
1389141462965792769,1389143181661515778,1389163743456632834
1390030186507296777,1390052133110755329,1390264270789562369
1390030186507296777,1390052133110755329,1390116409510973440
1390030186507296777,1390052133110755329,1390113204471226368
1390030186507296777,1390052133110755329,1390075056684818434
1392169480172806147,1392170174095179779,1392801474187612166
1392169480172806147,1392170016297164802,1392388049485635584
1392169480172806147,1392170016297164802,1392268771436363776
1392169480172806147,1392170016297164802,1392268725152145409
1392169480172806147,1392170016297164802,1392268623855570945
1392169480172806147,1392170016297164802,1392244270942326792
1392169480172806147,1392170016297164802,1392216347652890626
1392169480172806147,1392170016297164802,1392186449638875148
1392169480172806147,1392169825904971779,1392291638542802953
1392169480172806147,1392169825904971779,1392240340460056582
1392169480172806147,1392169825904971779,1392190173820063745
1392169480172806147,1392169825904971779,1392187126540816388
1392169480172806147,1392169825904971779,1392175870777901058
1392169480172806147,1392169825904971779,1392171910558007296
1392169480172806147,1392169825904971779,1392170722353627140
1392847672122306568,1393008114757251073,1393017124398895104
1392847672122306568,1392861979816071171,1392868944181092353
1394299024023252992,1394299602099064843,1394300131638333442
1396191291831111685,1396215591061520385,1396252158488629251
1396191291831111685,1396194140250001409,1396195893766938625
1400080372029874188,1400128902412988417,1400227281491083267
1400080372029874188,1400128902412988417,1400215066163679235
1400467643497205769,1400475392092299266,1400864568260259841
1400467643497205769,1400475392092299266,1400518729541197825
